Timestamp,EventType,ParticipantID,ParticipantAge,ParticipantGender,BlockNumber,TrialNumber,EffortLevel,RequiredPresses,DecisionType,DecisionTime,OutcomeType,RewardCollected,MovementDuration,TotalPresses,TotalScore,PracticeScore,AdditionalInfo,StartX,StartY,EndX,EndY,StepDuration,TirednessRating,ParticipantFeedback
2025-03-10 19:25:49.773,MovementStep,1,20,Male,-,3,-,-,-,-,-,-,-,-,-,-,-,-3.50,3.50,-2.50,3.50,0.000,-,-
2025-03-10 19:25:50.234,MovementStart,1,20,Male,-,3,-,-,-,-,-,-,-,-,-,-,-,-2.50,3.50,-,-,-,-,-
2025-03-10 19:25:50.235,MovementStep,1,20,Male,-,3,-,-,-,-,-,-,-,-,-,-,-,-2.50,3.50,-1.50,3.50,0.000,-,-
2025-03-10 19:25:50.244,DecisionOutcome,1,20,Male,1,3,1,2,Work,0.666,Success,True,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-10 19:25:50.244,MovementComplete,1,20,Male,-,3,-,-,-,-,-,True,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-10 19:25:50.245,RewardCollected,1,20,Male,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-10 19:25:50.245,MovementDuration,1,20,Male,-,3,-,-,-,-,Success,-,0.913,-,-,-,-,-,-,-,-,-,-,-
2025-03-10 19:25:50.245,OutcomeType,1,20,Male,-,3,-,-,-,-,Success,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-10 19:25:50.246,RewardCollected,1,20,Male,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-10 19:25:50.246,CollisionTime,1,20,Male,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-10 19:25:50.247,ScoreUpdate,1,20,Male,1,3,-,-,-,-,-,-,-,-,10,0,-,-,-,-,-,-,-,-
2025-03-10 19:25:50.253,CollisionTime,1,20,Male,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-10 19:25:50.254,ButtonPresses,1,20,Male,-,3,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-
2025-03-10 19:25:52.058,CollisionTime,1,20,Male,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-10 19:25:52.086,BlockTimeStatus,1,20,Male,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-10 19:25:52.086,TrialEnd,1,20,Male,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-10 19:25:52.087,BlockEnd,1,20,Male,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-10 19:25:52.402,InfoMessage,1,20,Male,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-10 19:25:53.559,InfoMessage,1,20,Male,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-10 19:25:55.265,MovementStart,1,20,Male,-,3,-,-,-,-,-,-,-,-,-,-,-,6.50,-3.50,-,-,-,-,-
2025-03-10 19:25:55.266,MovementStep,1,20,Male,-,3,-,-,-,-,-,-,-,-,-,-,-,6.50,-3.50,5.50,-3.50,0.000,-,-
2025-03-10 19:25:55.710,MovementStart,1,20,Male,-,3,-,-,-,-,-,-,-,-,-,-,-,5.50,-3.50,-,-,-,-,-
2025-03-10 19:25:55.711,MovementStep,1,20,Male,-,3,-,-,-,-,-,-,-,-,-,-,-,5.50,-3.50,4.50,-3.50,0.000,-,-
2025-03-10 19:25:56.171,MovementStart,1,20,Male,-,3,-,-,-,-,-,-,-,-,-,-,-,4.50,-3.50,-,-,-,-,-
2025-03-10 19:25:56.172,MovementStep,1,20,Male,-,3,-,-,-,-,-,-,-,-,-,-,-,4.50,-3.50,3.50,-3.50,0.000,-,-
2025-03-10 19:25:56.623,MovementStart,1,20,Male,-,3,-,-,-,-,-,-,-,-,-,-,-,3.50,-3.50,-,-,-,-,-
2025-03-10 19:25:56.624,MovementStep,1,20,Male,-,3,-,-,-,-,-,-,-,-,-,-,-,3.50,-3.50,2.50,-3.50,0.000,-,-
2025-03-10 19:25:57.111,MovementStart,1,20,Male,-,3,-,-,-,-,-,-,-,-,-,-,-,2.50,-3.50,-,-,-,-,-
2025-03-10 19:25:57.112,MovementStep,1,20,Male,-,3,-,-,-,-,-,-,-,-,-,-,-,2.50,-3.50,1.50,-3.50,0.000,-,-
2025-03-10 19:25:57.120,DecisionOutcome,1,20,Male,2,3,1,2,Work,0.898,Success,True,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-10 19:25:57.120,MovementComplete,1,20,Male,-,3,-,-,-,-,-,True,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-10 19:25:57.121,RewardCollected,1,20,Male,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-10 19:25:57.121,MovementDuration,1,20,Male,-,3,-,-,-,-,Success,-,0.918,-,-,-,-,-,-,-,-,-,-,-
2025-03-10 19:25:57.121,OutcomeType,1,20,Male,-,3,-,-,-,-,Success,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-10 19:25:57.122,RewardCollected,1,20,Male,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-10 19:25:57.122,CollisionTime,1,20,Male,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-10 19:25:57.123,ScoreUpdate,1,20,Male,2,3,-,-,-,-,-,-,-,-,20,0,-,-,-,-,-,-,-,-
2025-03-10 19:25:57.123,CollisionTime,1,20,Male,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-10 19:25:57.124,ButtonPresses,1,20,Male,-,3,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-
2025-03-10 19:25:58.892,CollisionTime,1,20,Male,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-10 19:25:58.922,BlockTimeStatus,1,20,Male,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-10 19:25:58.922,TrialEnd,1,20,Male,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-10 19:25:58.923,BlockEnd,1,20,Male,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-10 19:25:58.924,ExperimentEnd,1,20,Male,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-10 19:25:59.079,InfoMessage,1,20,Male,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-10 19:26:02.089,TirednessRating,1,20,Male,-,-,-,-,-,-,-,-,-,-,-,-,Tiredness rating collected before EndExperiment scene,-,-,-,-,-,7,-
2025-03-10 19:26:08.799,ParticipantFeedback,1,20,Male,-,-,-,-,-,-,-,-,-,-,-,-,Feedback collected on EndExperiment scene,-,-,-,-,-,-,jlcdscsandjk1234
2025-03-10 19:26:13.724,EndExperimentSubmission,1,20,Male,-,-,-,-,-,-,-,-,-,-,20,-,-,-,-,-,-,-,-,jlcdscsandjk1234
