Timestamp,EventType,ParticipantID,ParticipantAge,ParticipantGender,BlockNumber,TrialNumber,EffortLevel,RequiredPresses,DecisionType,DecisionTime,OutcomeType,RewardCollected,MovementDuration,TotalPresses,TotalScore,PracticeScore,AdditionalInfo,StartX,StartY,EndX,EndY,StepDuration,TirednessRating,ParticipantFeedback
2025-03-10 22:17:26.498,CollisionTime,1,20,Male,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2025-03-10 22:17:26.497,-,-,-,-,-,-,-,-,-,-,-
2025-03-10 22:17:26.527,BlockTimeStatus,1,20,Male,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.31,1,103.69,0.58,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-10 22:17:26.527,TrialEnd,1,20,Male,-,8,-,-,-,16.31,Failure,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65.67
2025-03-10 22:17:26.724,InfoMessage,1,20,Male,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Score Manager Destroyed,Final Total Score: 0, Final Practice Score: 0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-10 22:17:26.881,InfoMessage,1,20,Male,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Score Manager Destroyed,Final Total Score: 0, Final Practice Score: 0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-10 22:17:26.914,BlockTimeStatus,1,20,Male,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.25,1,103.75,0.58,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-10 22:17:28.756,ScoreUpdate,1,20,Male,2,9,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,False,-,-,-,-,-,-,-,0,ScoreAdded,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-10 22:17:28.758,DecisionOutcome,1,20,Male,2,9,3,5,Skip,1.880,Skip,False,0.000,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-10 22:17:31.935,InfoMessage,1,20,Male,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Score Manager Destroyed,Final Total Score: 0, Final Practice Score: 0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-10 22:17:34.413,DecisionOutcome,1,20,Male,2,10,3,5,NoDecision,2.500,Timeout,False,0.000,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-10 22:17:34.414,BlockEnd,1,20,Male,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2025-03-10 22:17:34,-,-,-,-,-,-,-,-,-
2025-03-10 22:17:34.416,ExperimentEnd,1,20,Male,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2025-03-10 22:17:34,-,-,-,-,-,-,-,-,-
2025-03-10 22:17:34.419,ScoreUpdate,1,20,Male,2,10,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,False,-,-,-,-,-,-,-,0,ScoreAdded,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-10 22:17:37.577,TirednessRating,1,20,Male,-,-,-,-,-,-,-,-,-,-,-,-,Tiredness rating collected before EndExperiment scene,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,1-10,1=Not tired at all, 10=Extremely tired,-,-,-,-,-,-
2025-03-10 22:17:39.830,ParticipantFeedback,1,20,Male,-,-,-,-,-,-,-,-,-,-,-,-,Feedback collected on EndExperiment scene,-,-,-,-,-,-,123,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-10 22:17:44.751,EndExperimentSubmission,1,20,Male,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,123,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100.17,True,-,-,-
