Timestamp,EventType,ParticipantID,ParticipantAge,ParticipantGender,BlockNumber,TrialNumber,EffortLevel,RequiredPresses,DecisionType,DecisionTime,OutcomeType,RewardCollected,MovementDuration,TotalPresses,TotalScore,PracticeScore,AdditionalInfo,StartX,StartY,EndX,EndY,StepDuration,TirednessRating,ParticipantFeedback,PenaltyType,PenaltyDuration
2025-03-23 00:18:34.941,DecisionOutcome,6639ba1a258d1a06a958a91d,21,Male,2,56,2,4,NoDecision,2.500,Timeout,False,0.000,0,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-23 00:18:34.942,ScoreUpdate,6639ba1a258d1a06a958a91d,21,Male,2,56,-,-,-,-,-,-,-,-,30,0,-,-,-,-,-,-,-,-,-,-
2025-03-23 00:18:34.943,PenaltyStart,6639ba1a258d1a06a958a91d,21,Male,-,56,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NoDecision,5
2025-03-23 00:18:40.259,BlockTimeStatus,6639ba1a258d1a06a958a91d,21,Male,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-23 00:18:40.517,InfoMessage,6639ba1a258d1a06a958a91d,21,Male,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-23 00:18:42.929,DecisionOutcome,6639ba1a258d1a06a958a91d,21,Male,2,57,1,2,NoDecision,2.500,Timeout,False,0.000,0,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-23 00:18:42.968,ScoreUpdate,6639ba1a258d1a06a958a91d,21,Male,2,57,-,-,-,-,-,-,-,-,30,0,-,-,-,-,-,-,-,-,-,-
2025-03-23 00:18:42.969,PenaltyStart,6639ba1a258d1a06a958a91d,21,Male,-,57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NoDecision,5
2025-03-23 00:18:44.955,BlockTimeStatus,6639ba1a258d1a06a958a91d,21,Male,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-23 00:18:48.290,BlockTimeStatus,6639ba1a258d1a06a958a91d,21,Male,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-23 00:18:48.528,InfoMessage,6639ba1a258d1a06a958a91d,21,Male,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-23 00:18:51.018,DecisionOutcome,6639ba1a258d1a06a958a91d,21,Male,2,58,3,5,NoDecision,2.500,Timeout,False,0.000,0,-,-,-,-,-,-,-,-,-,-,-,-
2025-03-23 00:18:51.019,ScoreUpdate,6639ba1a258d1a06a958a91d,21,Male,2,58,-,-,-,-,-,-,-,-,30,0,-,-,-,-,-,-,-,-,-,-
2025-03-23 00:18:51.020,PenaltyStart,6639ba1a258d1a06a958a91d,21,Male,-,58,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NoDecision,5
2025-03-23 00:18:55.426,BlockTimeStatus,6639ba1a258d1a06a958a91d,21,Male,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
